 0.0, 0.0, 1.0, 0.7982443517052813
 0.0, 0.1, 0.9, 0.8095855855855856
 0.0, 0.2, 0.8, 0.8238382405108193
 0.0, 0.3, 0.7, 0.8283783783783785
 0.0, 0.4, 0.6, 0.8317480674005201
 0.0, 0.5, 0.5, 0.8327092471737813
 0.0, 0.6, 0.4, 0.8340768764052964
 0.0, 0.7, 0.3, 0.8348223858194553
 0.0, 0.8, 0.2, 0.8362254409866628
 0.0, 0.9, 0.1, 0.8335698948211231
 0.0, 1.0, 0.0, 0.8314837951054604
 0.1, 0.0, 0.9, 0.8053021664766248
 0.1, 0.1, 0.8, 0.8186277995023107
 0.1, 0.2, 0.7, 0.8190969022471113
 0.1, 0.3, 0.6, 0.8221228891726975
 0.1, 0.4, 0.5, 0.8248162221669804
 0.1, 0.5, 0.4, 0.8265443946825904
 0.1, 0.6, 0.3, 0.8296190815236739
 0.1, 0.7, 0.2, 0.8320188430105991
 0.1, 0.8, 0.1, 0.8363896848137536
 0.1, 0.9, 0.0, 0.8330721859854971
 0.2, 0.0, 0.8, 0.8082635796972395
 0.2, 0.1, 0.7, 0.8172295017932601
 0.2, 0.2, 0.6, 0.8209272649936199
 0.2, 0.3, 0.5, 0.8210071228604842
 0.2, 0.4, 0.4, 0.8241013448777544
 0.2, 0.5, 0.3, 0.8258692332279717
 0.2, 0.6, 0.2, 0.8272769334804427
 0.2, 0.7, 0.1, 0.8302102295035156
 0.2, 0.8, 0.0, 0.8297424737033008
 0.3, 0.0, 0.7, 0.8151594800028416
 0.3, 0.1, 0.6, 0.8168684107770402
 0.3, 0.2, 0.5, 0.8170960768331148
 0.3, 0.3, 0.4, 0.8191198893656253
 0.3, 0.4, 0.3, 0.82348764555524
 0.3, 0.5, 0.2, 0.8237008601691903
 0.3, 0.6, 0.1, 0.8277508551881414
 0.3, 0.7, -0.0, 0.8342410778271464
 0.4, 0.0, 0.6, 0.8166471194512563
 0.4, 0.1, 0.5, 0.8195357764902428
 0.4, 0.2, 0.4, 0.8182849847506916
 0.4, 0.3, 0.3, 0.8194242305917433
 0.4, 0.4, 0.2, 0.8232158089280638
 0.4, 0.5, 0.1, 0.8283821329343877
 0.4, 0.6, -0.0, 0.8332498389751664
 0.5, 0.0, 0.5, 0.8174631436507371
 0.5, 0.1, 0.4, 0.8211868632898768
 0.5, 0.2, 0.3, 0.8199353486554651
 0.5, 0.3, 0.2, 0.8215251102575045
 0.5, 0.4, 0.1, 0.8280359179019384
 0.5, 0.5, 0.0, 0.8309718047803062
 0.6, 0.0, 0.4, 0.8210578877911332
 0.6, 0.1, 0.3, 0.8222594321137198
 0.6, 0.2, 0.2, 0.826736024512773
 0.6, 0.3, 0.1, 0.8272001141064041
 0.6, 0.4, -0.0, 0.8265989048351884
 0.7, 0.0, 0.3, 0.8193030259572638
 0.7, 0.1, 0.2, 0.8236223866657089
 0.7, 0.2, 0.1, 0.8271826536473291
 0.7, 0.3, -0.0, 0.8261245052177041
 0.8, 0.0, 0.2, 0.8246138335793757
 0.8, 0.1, 0.1, 0.8311351351351352
 0.8, 0.2, -0.0, 0.8268390451771334
 0.9, 0.0, 0.1, 0.8322585319904354
 0.9, 0.1, -0.0, 0.8319327731092436
 1.0, 0.0, 0.0, 0.8088706671636229
